?human	?humanLabel	?representedParty	?representedPartyLabel	?representedGroup	?representedGroupLabel	?electedInDistrict	?electedInDistrictLabel	?startDate	?endDate	?parliamentaryTerm	?parliamentaryTermLabel
<http://www.wikidata.org/entity/Q85671>	"Kurt Joachim Lauk"@en	<http://www.wikidata.org/entity/Q49762>	"Christian Democratic Union"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q1350565>	"Germany"@en	"2004-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2009-07-13T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4642661>	"Sixth European Parliament"@en
<http://www.wikidata.org/entity/Q89398>	"Ulrike Lunacek"@en	<http://www.wikidata.org/entity/Q193178>	"Die Grünen"@en	<http://www.wikidata.org/entity/Q751935>	"The Greens–European Free Alliance"@en	<http://www.wikidata.org/entity/Q4825411>	"Austria"@en	"2014-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2017-11-08T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315694>	"Eighth European Parliament"@en
<http://www.wikidata.org/entity/Q89398>	"Ulrike Lunacek"@en	<http://www.wikidata.org/entity/Q193178>	"Die Grünen"@en	<http://www.wikidata.org/entity/Q751935>	"The Greens–European Free Alliance"@en	<http://www.wikidata.org/entity/Q4825411>	"Austria"@en	"2009-07-14T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2014-06-30T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4644021>	"Seventh European Parliament"@en
<http://www.wikidata.org/entity/Q90026>	"Heinrich Aigner"@en	<http://www.wikidata.org/entity/Q49763>	"Christian Social Union of Bavaria"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q1350565>	"Germany"@en	"1979-07-17T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1984-07-23T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315702>	"First European Parliament"@en
<http://www.wikidata.org/entity/Q90026>	"Heinrich Aigner"@en	<http://www.wikidata.org/entity/Q49763>	"Christian Social Union of Bavaria"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q1350565>	"Germany"@en	"1984-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1988-03-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315703>	"Second European Parliament"@en
<http://www.wikidata.org/entity/Q96439>	"Alexandra Thein"@en	<http://www.wikidata.org/entity/Q13124>	"Free Democratic Party"@en	<http://www.wikidata.org/entity/Q839097>	"Group of the Alliance of Liberals and Democrats for Europe"@en	<http://www.wikidata.org/entity/Q1350565>	"Germany"@en	"2009-07-14T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2014-06-30T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4644021>	"Seventh European Parliament"@en
<http://www.wikidata.org/entity/Q98585>	"Siegbert Alber"@en	<http://www.wikidata.org/entity/Q49762>	"Christian Democratic Union"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q1350565>	"Germany"@en	"1984-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1989-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315703>	"Second European Parliament"@en
<http://www.wikidata.org/entity/Q98585>	"Siegbert Alber"@en	<http://www.wikidata.org/entity/Q49762>	"Christian Democratic Union"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q1350565>	"Germany"@en	"1994-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1997-10-06T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315706>	"Fourth European Parliament"@en
<http://www.wikidata.org/entity/Q98585>	"Siegbert Alber"@en	<http://www.wikidata.org/entity/Q49762>	"Christian Democratic Union"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q1350565>	"Germany"@en	"1979-07-17T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1984-07-23T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315702>	"First European Parliament"@en
<http://www.wikidata.org/entity/Q98585>	"Siegbert Alber"@en	<http://www.wikidata.org/entity/Q49762>	"Christian Democratic Union"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q1350565>	"Germany"@en	"1989-07-25T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1994-07-18T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315704>	"Third European Parliament"@en
<http://www.wikidata.org/entity/Q113385>	"Casimir Sayn-Wittgenstein"@en	<http://www.wikidata.org/entity/Q49762>	"Christian Democratic Union"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q1350565>	"Germany"@en	"1979-07-17T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1983-12-31T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315702>	"First European Parliament"@en
<http://www.wikidata.org/entity/Q117166>	"Rudi Arndt"@en							"1979-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1989-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>		
<http://www.wikidata.org/entity/Q117166>	"Rudi Arndt"@en	<http://www.wikidata.org/entity/Q49768>	"Social Democratic Party of Germany"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q1350565>	"Germany"@en	"1984-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1989-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315703>	"Second European Parliament"@en
<http://www.wikidata.org/entity/Q117166>	"Rudi Arndt"@en	<http://www.wikidata.org/entity/Q49768>	"Social Democratic Party of Germany"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q1350565>	"Germany"@en	"1979-07-17T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1984-07-23T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315702>	"First European Parliament"@en
<http://www.wikidata.org/entity/Q122345>	"Ombretta Colli"@en	<http://www.wikidata.org/entity/Q14924303>	"Forza Italia"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q38>	"Italy"@en	"1994-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315706>	"Fourth European Parliament"@en
<http://www.wikidata.org/entity/Q131991>	"Mogens Camre"@en	<http://www.wikidata.org/entity/Q507170>	"Danish People's Party"@en	<http://www.wikidata.org/entity/Q835545>	"Union for Europe of the Nations"@en	<http://www.wikidata.org/entity/Q5257930>	"Denmark"@en	"1999-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2004-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q16836722>	"Fifth European Parliament"@en
<http://www.wikidata.org/entity/Q131991>	"Mogens Camre"@en	<http://www.wikidata.org/entity/Q507170>	"Danish People's Party"@en	<http://www.wikidata.org/entity/Q835545>	"Union for Europe of the Nations"@en	<http://www.wikidata.org/entity/Q5257930>	"Denmark"@en	"2004-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2009-07-13T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4642661>	"Sixth European Parliament"@en
<http://www.wikidata.org/entity/Q155382>	"Eva-Britt Svensson"@en	<http://www.wikidata.org/entity/Q110837>	"Left Party"@en	<http://www.wikidata.org/entity/Q753711>	"European United Left–Nordic Green Left"@en	<http://www.wikidata.org/entity/Q7654287>	"Sweden"@en	"2004-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2009-07-13T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4642661>	"Sixth European Parliament"@en
<http://www.wikidata.org/entity/Q155382>	"Eva-Britt Svensson"@en	<http://www.wikidata.org/entity/Q110837>	"Left Party"@en	<http://www.wikidata.org/entity/Q753711>	"European United Left–Nordic Green Left"@en	<http://www.wikidata.org/entity/Q7654287>	"Sweden"@en	"2009-07-14T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2011-08-31T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4644021>	"Seventh European Parliament"@en
<http://www.wikidata.org/entity/Q157282>	"Bronisław Geremek"@en	<http://www.wikidata.org/entity/Q537303>	"Polish United Workers' Party"@en	<http://www.wikidata.org/entity/Q839097>	"Group of the Alliance of Liberals and Democrats for Europe"@en	<http://www.wikidata.org/entity/Q7970881>	"Warsaw"@en	"2004-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2008-07-13T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4642661>	"Sixth European Parliament"@en
<http://www.wikidata.org/entity/Q161933>	"Alberto Moravia"@en	<http://www.wikidata.org/entity/Q461886>	"Italian Communist Party"@en	<http://www.wikidata.org/entity/Q2053255>	"Communist and Allies Group"@en	<http://www.wikidata.org/entity/Q38>	"Italy"@en	"1984-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1989-07-24T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315703>	"Second European Parliament"@en
<http://www.wikidata.org/entity/Q178666>	"Ilkka Suominen"@en	<http://www.wikidata.org/entity/Q304191>	"National Coalition Party"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q5450446>	"Finland"@en	"1999-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2004-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q16836722>	"Fifth European Parliament"@en
<http://www.wikidata.org/entity/Q234346>	"Meglena Kuneva"@en										
<http://www.wikidata.org/entity/Q241563>	"Sari Essayah"@en	<http://www.wikidata.org/entity/Q1138982>	"Christian Democrats"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q5450446>	"Finland"@en	"2009-07-14T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2014-06-30T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4644021>	"Seventh European Parliament"@en
<http://www.wikidata.org/entity/Q253020>	"István Ujhelyi"@en	<http://www.wikidata.org/entity/Q753223>	"Hungarian Socialist Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q5943060>	"Hungary"@en	"2014-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>		<http://www.wikidata.org/entity/Q17315694>	"Eighth European Parliament"@en
<http://www.wikidata.org/entity/Q254985>	"Vladimír Remek"@en	<http://www.wikidata.org/entity/Q913567>	"Communist Party of Bohemia and Moravia"@en	<http://www.wikidata.org/entity/Q753711>	"European United Left–Nordic Green Left"@en	<http://www.wikidata.org/entity/Q5201764>	"Czech Republic"@en	"2009-07-14T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2013-12-15T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4644021>	"Seventh European Parliament"@en
<http://www.wikidata.org/entity/Q254985>	"Vladimír Remek"@en	<http://www.wikidata.org/entity/Q913567>	"Communist Party of Bohemia and Moravia"@en	<http://www.wikidata.org/entity/Q753711>	"European United Left–Nordic Green Left"@en	<http://www.wikidata.org/entity/Q5201764>	"Czech Republic"@en	"2004-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2009-07-13T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4642661>	"Sixth European Parliament"@en
<http://www.wikidata.org/entity/Q264802>	"Monica Frassoni"@en	<http://www.wikidata.org/entity/Q655611>	"Ecolo"@en	<http://www.wikidata.org/entity/Q751935>	"The Greens–European Free Alliance"@en	<http://www.wikidata.org/entity/Q3677924>	"French-speaking electoral college (Belgium)"@en	"1999-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2004-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q16836722>	"Fifth European Parliament"@en
<http://www.wikidata.org/entity/Q264802>	"Monica Frassoni"@en	<http://www.wikidata.org/entity/Q2704736>	"Radical Party"@en	<http://www.wikidata.org/entity/Q751935>	"The Greens–European Free Alliance"@en	<http://www.wikidata.org/entity/Q3677915>	"North-West Italy"@en	"2004-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2009-07-13T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4642661>	"Sixth European Parliament"@en
<http://www.wikidata.org/entity/Q269632>	"Joachim Wuermeling"@en	<http://www.wikidata.org/entity/Q49763>	"Christian Social Union of Bavaria"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q1350565>	"Germany"@en	"1999-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2004-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q16836722>	"Fifth European Parliament"@en
<http://www.wikidata.org/entity/Q269632>	"Joachim Wuermeling"@en	<http://www.wikidata.org/entity/Q49763>	"Christian Social Union of Bavaria"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q1350565>	"Germany"@en	"2004-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2005-12-18T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4642661>	"Sixth European Parliament"@en
<http://www.wikidata.org/entity/Q270498>	"Krisztina Morvai"@en	<http://www.wikidata.org/entity/Q633442>	"Jobbik"@en	<http://www.wikidata.org/entity/Q1440626>	"Non-Inscrits"@en	<http://www.wikidata.org/entity/Q5943060>	"Hungary"@en	"2009-07-14T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2014-06-30T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4644021>	"Seventh European Parliament"@en
<http://www.wikidata.org/entity/Q270498>	"Krisztina Morvai"@en	<http://www.wikidata.org/entity/Q633442>	"Jobbik"@en	<http://www.wikidata.org/entity/Q1440626>	"Non-Inscrits"@en	<http://www.wikidata.org/entity/Q5943060>	"Hungary"@en	"2014-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>		<http://www.wikidata.org/entity/Q17315694>	"Eighth European Parliament"@en
<http://www.wikidata.org/entity/Q270509>	"Inés Ayala"@en	<http://www.wikidata.org/entity/Q138198>	"Spanish Socialist Workers' Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q16254367>	"Spain"@en	"2014-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2019-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315694>	"Eighth European Parliament"@en
<http://www.wikidata.org/entity/Q270509>	"Inés Ayala"@en	<http://www.wikidata.org/entity/Q138198>	"Spanish Socialist Workers' Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q16254367>	"Spain"@en	"2009-07-14T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2014-06-30T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4644021>	"Seventh European Parliament"@en
<http://www.wikidata.org/entity/Q270509>	"Inés Ayala"@en	<http://www.wikidata.org/entity/Q138198>	"Spanish Socialist Workers' Party"@en	<http://www.wikidata.org/entity/Q507343>	"Progressive Alliance of Socialists and Democrats"@en	<http://www.wikidata.org/entity/Q16254367>	"Spain"@en	"2004-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2009-07-13T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4642661>	"Sixth European Parliament"@en
<http://www.wikidata.org/entity/Q280671>	"Pierre Lardinois"@en										
<http://www.wikidata.org/entity/Q282653>	"Lojze Peterle"@en	<http://www.wikidata.org/entity/Q1258564>	"New Slovenia"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q7541730>	"Slovenia"@en	"2014-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>		<http://www.wikidata.org/entity/Q17315694>	"Eighth European Parliament"@en
<http://www.wikidata.org/entity/Q282653>	"Lojze Peterle"@en	<http://www.wikidata.org/entity/Q1258564>	"New Slovenia"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q7541730>	"Slovenia"@en	"2004-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2009-07-13T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4642661>	"Sixth European Parliament"@en
<http://www.wikidata.org/entity/Q282653>	"Lojze Peterle"@en	<http://www.wikidata.org/entity/Q1258564>	"New Slovenia"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q7541730>	"Slovenia"@en	"2009-07-14T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2014-06-30T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4644021>	"Seventh European Parliament"@en
<http://www.wikidata.org/entity/Q282653>	"Lojze Peterle"@en	<http://www.wikidata.org/entity/Q1258564>	"New Slovenia"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q7541730>	"Slovenia"@en	"2004-05-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2004-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q16836722>	"Fifth European Parliament"@en
<http://www.wikidata.org/entity/Q290539>	"Izaskun Bilbao Barandica"@en	<http://www.wikidata.org/entity/Q43093>	"Basque Nationalist Party"@en	<http://www.wikidata.org/entity/Q839097>	"Group of the Alliance of Liberals and Democrats for Europe"@en	<http://www.wikidata.org/entity/Q16254367>	"Spain"@en	"2014-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2019-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315694>	"Eighth European Parliament"@en
<http://www.wikidata.org/entity/Q290539>	"Izaskun Bilbao Barandica"@en	<http://www.wikidata.org/entity/Q43093>	"Basque Nationalist Party"@en	<http://www.wikidata.org/entity/Q839097>	"Group of the Alliance of Liberals and Democrats for Europe"@en	<http://www.wikidata.org/entity/Q16254367>	"Spain"@en	"2009-07-14T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2014-06-30T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4644021>	"Seventh European Parliament"@en
<http://www.wikidata.org/entity/Q296452>	"Theodoros Zagorakis"@en	<http://www.wikidata.org/entity/Q223153>	"New Democracy"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q17077105>	"Greece"@en	"2014-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>		<http://www.wikidata.org/entity/Q17315694>	"Eighth European Parliament"@en
<http://www.wikidata.org/entity/Q297856>	"Elisabeth Rehn"@en	<http://www.wikidata.org/entity/Q845537>	"Swedish People's Party of Finland"@en	<http://www.wikidata.org/entity/Q1671234>	"European Liberal Democrat and Reform Party Group"@en	<http://www.wikidata.org/entity/Q5450446>	"Finland"@en	"1995-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1996-11-10T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315706>	"Fourth European Parliament"@en
<http://www.wikidata.org/entity/Q297856>	"Elisabeth Rehn"@en							"1995-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1996-11-10T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>		
<http://www.wikidata.org/entity/Q301358>	"Hartmut Nassauer"@en	<http://www.wikidata.org/entity/Q49762>	"Christian Democratic Union"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q1350565>	"Germany"@en	"2004-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2009-07-13T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4642661>	"Sixth European Parliament"@en
<http://www.wikidata.org/entity/Q301358>	"Hartmut Nassauer"@en	<http://www.wikidata.org/entity/Q49762>	"Christian Democratic Union"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q1350565>	"Germany"@en	"1994-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315706>	"Fourth European Parliament"@en
<http://www.wikidata.org/entity/Q301358>	"Hartmut Nassauer"@en	<http://www.wikidata.org/entity/Q49762>	"Christian Democratic Union"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q1350565>	"Germany"@en	"1999-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2004-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q16836722>	"Fifth European Parliament"@en
<http://www.wikidata.org/entity/Q1346602>	"Rihards Pīks"@en	<http://www.wikidata.org/entity/Q1250133>	"People's Party"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q6497226>	"Latvia"@en	"2004-07-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"2009-07-13T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q4642661>	"Sixth European Parliament"@en
<http://www.wikidata.org/entity/Q1348054>	"Kostis Chatzidakis"@en	<http://www.wikidata.org/entity/Q223153>	"New Democracy"@en	<http://www.wikidata.org/entity/Q635616>	"European People's Party group"@en	<http://www.wikidata.org/entity/Q17077105>	"Greece"@en	"1994-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	"1999-07-19T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q17315706>	"Fourth European Parliament"@en
